"obs_full","gs","genus.x","species.x","verbiage","long_key","exclude","verb_length","has_nonNative_ssp","usageKey","scientificName","canonicalName","rank","status","confidence","matchType","kingdom","phylum","order","family","genus.y","species.y","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","synonym","class","verbatim_name","matchNote","acceptedUsageKey","verbatim_kingdom"
"Symplocarpus foetidus (L.) Salisb., Skunk Cabbage (Gribbon 4  DOV)  Wolf a borealis (Engelm.) Landolt & Wildi, Northern Waterwheel— see Excluded Flora section.  [Wolffia punctata auct. non Griseb.]  Wolf a brasiliensis Wedd., Brazilian Waterwheel (Steury  990513.1 US)  [Wolffia papulifera C. H. Thomps.; W. punctata Griseb.] ","Symplocarpus foetidus","Symplocarpus","foetidus"," (L.) Salisb., Skunk Cabbage (Gribbon 4  DOV)  Wolf a borealis (Engelm.) Landolt & Wildi, Northern Waterwheel— see Excluded Flora section.  [Wolffia punctata auct. non Griseb.]  Wolf a brasiliensis Wedd., Brazilian Waterwheel (Steury  990513.1 US)  [Wolffia papulifera C. H. Thomps.; W. punctata Griseb.] ","Symplocarpus foetidus (L.) Sal",TRUE,305,FALSE,2870117,"Symplocarpus foetidus (L.) Salisb. ex W.P.C.Barton","Symplocarpus foetidus","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Alismatales","Araceae","Symplocarpus","Symplocarpus foetidus",6,7707728,196,551,6979,8211840,2870117,FALSE,"Liliopsida","Symplocarpus foetidus","unambiguous",NA,NA
"Wolffiella gladiata (Hegelm.) Hegelm., Mudmidget (Longbottom  8148 MARY)  [Wolffia floridana (J. D. Smith) C. H. Thomps.]  ARALIACEAE (Ginseng Family) ","Wolffiella gladiata","Wolffiella","gladiata"," (Hegelm.) Hegelm., Mudmidget (Longbottom  8148 MARY)  [Wolffia floridana (J. D. Smith) C. H. Thomps.]  ARALIACEAE (Ginseng Family) ","Wolffiella gladiata (Hegelm.) ",FALSE,132,FALSE,5330060,"Wolffiella gladiata (Hegelm.) Hegelm.","Wolffiella gladiata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Alismatales","Araceae","Wolffiella","Wolffiella gladiata",6,7707728,196,551,6979,2867437,5330060,FALSE,"Liliopsida","Wolffiella gladiata","unambiguous",NA,NA
"Aralia elata (Miq.) Seem., Japanese Angelica Tree, † (Hubick  s.n. Photo Voucher MPA) ","Aralia elata","Aralia","elata"," (Miq.) Seem., Japanese Angelica Tree, † (Hubick  s.n. Photo Voucher MPA) ","Aralia elata (Miq.) Seem., Jap",TRUE,74,FALSE,3036892,"Aralia elata (Miq.) Seem.","Aralia elata","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Apiales","Araliaceae","Aralia","Aralia elata",6,7707728,220,1351,8800,3036858,3036892,FALSE,"Magnoliopsida","Aralia elata","unambiguous",NA,NA
"Aralia hispida Vent., Bristly Sarsaparilla, •  S1/G5 (Thompson  s.n. TAWES) ","Aralia hispida","Aralia","hispida"," Vent., Bristly Sarsaparilla, •  S1/G5 (Thompson  s.n. TAWES) ","Aralia hispida Vent., Bristly ",FALSE,62,FALSE,3037033,"Aralia hispida Vent.","Aralia hispida","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Apiales","Araliaceae","Aralia","Aralia hispida",6,7707728,220,1351,8800,3036858,3037033,FALSE,"Magnoliopsida","Aralia hispida","unambiguous",NA,NA
"Aralia nudicaulis L., Wild Sarsaparilla (McAvoy 983 DOV) ","Aralia nudicaulis","Aralia","nudicaulis"," L., Wild Sarsaparilla (McAvoy 983 DOV) ","Aralia nudicaulis L., Wild Sar",FALSE,40,FALSE,3037021,"Aralia nudicaulis L.","Aralia nudicaulis","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Apiales","Araliaceae","Aralia","Aralia nudicaulis",6,7707728,220,1351,8800,3036858,3037021,FALSE,"Magnoliopsida","Aralia nudicaulis","unambiguous",NA,NA
"Aralia racemosa L., American Spikenard, •  S2S4/G4G5 (Adams  & Hopkins 897 PH) ","Aralia racemosa","Aralia","racemosa"," L., American Spikenard, •  S2S4/G4G5 (Adams  & Hopkins 897 PH) ","Aralia racemosa L., American S",FALSE,64,FALSE,3036958,"Aralia racemosa L.","Aralia racemosa","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Apiales","Araliaceae","Aralia","Aralia racemosa",6,7707728,220,1351,8800,3036858,3036958,FALSE,"Magnoliopsida","Aralia racemosa","unambiguous",NA,NA
"Aralia spinosa L., Hercules Club (Otis s.n. DOV) ","Aralia spinosa","Aralia","spinosa"," L., Hercules Club (Otis s.n. DOV) ","Aralia spinosa L., Hercules Cl",FALSE,35,FALSE,3036972,"Aralia spinosa L.","Aralia spinosa","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Apiales","Araliaceae","Aralia","Aralia spinosa",6,7707728,220,1351,8800,3036858,3036972,FALSE,"Magnoliopsida","Aralia spinosa","unambiguous",NA,NA
"Eleutherococcus sieboldianus (Makino) Koidz., Five-leaf Aralia,  † (Longbottom 26934 NY) ","Eleutherococcus sieboldianus","Eleutherococcus","sieboldianus"," (Makino) Koidz., Five-leaf Aralia,  † (Longbottom 26934 NY) ","Eleutherococcus sieboldianus (",TRUE,61,FALSE,3035473,"Eleutherococcus sieboldianus (Makino) Koidz.","Eleutherococcus sieboldianus","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Apiales","Araliaceae","Eleutherococcus","Eleutherococcus sieboldianus",6,7707728,220,1351,8800,3035282,3035473,FALSE,"Magnoliopsida","Eleutherococcus sieboldianus","unambiguous",NA,NA
"Hedera helix L., English Ivy, ‡ (Ditman s.n. MARY) ","Hedera helix","Hedera","helix"," L., English Ivy, ‡ (Ditman s.n. MARY) ","Hedera helix L., English Ivy, ",TRUE,39,FALSE,8351737,"Hedera helix L.","Hedera helix","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Apiales","Araliaceae","Hedera","Hedera helix",6,7707728,220,1351,8800,3036021,8351737,FALSE,"Magnoliopsida","Hedera helix","unambiguous",NA,NA
"Hedera hibernica (G. Kirchn.) Bean, Irish Ivy, ‡ (Longbottom  10828 DOV) ","Hedera hibernica","Hedera","hibernica"," (G. Kirchn.) Bean, Irish Ivy, ‡ (Longbottom  10828 DOV) ","Hedera hibernica (G. Kirchn.) ",TRUE,57,FALSE,8168344,"Hedera hibernica Poit.","Hedera hibernica","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Apiales","Araliaceae","Hedera","Hedera hibernica",6,7707728,220,1351,8800,3036021,8168344,FALSE,"Magnoliopsida","Hedera hibernica","unambiguous",NA,NA
"Hydrocotyle americana L., American Water-pennywort (Pollard  471 US) ","Hydrocotyle americana","Hydrocotyle","americana"," L., American Water-pennywort (Pollard  471 US) ","Hydrocotyle americana L., Amer",FALSE,48,FALSE,3034603,"Hydrocotyle americana L.","Hydrocotyle americana","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Apiales","Apiaceae","Hydrocotyle","Hydrocotyle americana",6,7707728,220,1351,6720,3034601,3034603,FALSE,"Magnoliopsida","Hydrocotyle americana","unambiguous",NA,NA
"Hydrocotyle ranunculoides L., Floating Marsh-pennywort  (Killip 36649 US) ","Hydrocotyle ranunculoides","Hydrocotyle","ranunculoides"," L., Floating Marsh-pennywort  (Killip 36649 US) ","Hydrocotyle ranunculoides L., ",FALSE,49,FALSE,7978544,"Hydrocotyle ranunculoides L.fil.","Hydrocotyle ranunculoides","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Apiales","Apiaceae","Hydrocotyle","Hydrocotyle ranunculoides",6,7707728,220,1351,6720,3034601,7978544,FALSE,"Magnoliopsida","Hydrocotyle ranunculoides","unambiguous",NA,NA
"Hydrocotyle sibthorpioides Lam., Lawn Marsh-pennywort,  † (Smith 4806 US)  16 • SMITHSONIAN CONTRIBUTIONS TO BOTANY ","Hydrocotyle sibthorpioides","Hydrocotyle","sibthorpioides"," Lam., Lawn Marsh-pennywort,  † (Smith 4806 US)  16 • SMITHSONIAN CONTRIBUTIONS TO BOTANY ","Hydrocotyle sibthorpioides Lam",TRUE,90,FALSE,8418338,"Hydrocotyle sibthorpioides Lam.","Hydrocotyle sibthorpioides","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Apiales","Apiaceae","Hydrocotyle","Hydrocotyle sibthorpioides",6,7707728,220,1351,6720,3034601,8418338,FALSE,"Magnoliopsida","Hydrocotyle sibthorpioides","unambiguous",NA,NA
"Hydrocotyle umbellata L., Many-flowered Marsh-pennywort  (Higgins s.n. MARY) ","Hydrocotyle umbellata","Hydrocotyle","umbellata"," L., Many-flowered Marsh-pennywort  (Higgins s.n. MARY) ","Hydrocotyle umbellata L., Many",FALSE,56,FALSE,3034614,"Hydrocotyle umbellata L.","Hydrocotyle umbellata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Apiales","Apiaceae","Hydrocotyle","Hydrocotyle umbellata",6,7707728,220,1351,6720,3034601,3034614,FALSE,"Magnoliopsida","Hydrocotyle umbellata","unambiguous",NA,NA
"Hydrocotyle verticillata Thunb., Whorled Marsh-pennywort  (Shull 325 US)  [Hydrocotyle australis J. M. Coult. & Rose; H. canbyi  J. M. Coult. & Rose; H. prolifera Kellogg; H. verticillata  var. triradiata (A. Rich.) Fernald] ","Hydrocotyle verticillata","Hydrocotyle","verticillata"," Thunb., Whorled Marsh-pennywort  (Shull 325 US)  [Hydrocotyle australis J. M. Coult. & Rose; H. canbyi  J. M. Coult. & Rose; H. prolifera Kellogg; H. verticillata  var. triradiata (A. Rich.) Fernald] ","Hydrocotyle verticillata Thunb",FALSE,201,FALSE,3034602,"Hydrocotyle verticillata Thunb.","Hydrocotyle verticillata","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Apiales","Apiaceae","Hydrocotyle","Hydrocotyle verticillata",6,7707728,220,1351,6720,3034601,3034602,FALSE,"Magnoliopsida","Hydrocotyle verticillata","unambiguous",NA,NA
"Kalopanax septemlobus (Thunb.) Koidz., Castor Aralia,  † (Steury 021008.3 US) ","Kalopanax septemlobus","Kalopanax","septemlobus"," (Thunb.) Koidz., Castor Aralia,  † (Steury 021008.3 US) ","Kalopanax septemlobus (Thunb.)",TRUE,57,FALSE,3036366,"Kalopanax septemlobus (Thunb.) Koidz.","Kalopanax septemlobus","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Apiales","Araliaceae","Kalopanax","Kalopanax septemlobus",6,7707728,220,1351,8800,3036365,3036366,FALSE,"Magnoliopsida","Kalopanax septemlobus","unambiguous",NA,NA
"Panax quinquefolius L., American Ginseng, •  S2S3/G3G4  (McAvoy 4494 DOV) ","Panax quinquefolius","Panax","quinquefolius"," L., American Ginseng, •  S2S3/G3G4  (McAvoy 4494 DOV) ","Panax quinquefolius L., Americ",FALSE,55,FALSE,5372246,"Panax quinquefolius L.","Panax quinquefolius","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Apiales","Araliaceae","Panax","Panax quinquefolius",6,7707728,220,1351,8800,3037591,5372246,FALSE,"Magnoliopsida","Panax quinquefolius","unambiguous",NA,NA
"Panax trifolius L., Dwarf Ginseng (Knapp 511 DOV)  ARECACEAE [Palmae] (Palm Family) ","Panax trifolius","Panax","trifolius"," L., Dwarf Ginseng (Knapp 511 DOV)  ARECACEAE [Palmae] (Palm Family) ","Panax trifolius L., Dwarf Gins",FALSE,69,FALSE,5372277,"Panax trifolius L.","Panax trifolius","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Apiales","Araliaceae","Panax","Panax trifolius",6,7707728,220,1351,8800,3037591,5372277,FALSE,"Magnoliopsida","Panax trifolius","unambiguous",NA,NA
"Phoenix dactylifera L., Date Palm, † Waif Reed (1964)  ARISTOLOCHIACEAE (Birthwort Family) ","Phoenix dactylifera","Phoenix","dactylifera"," L., Date Palm, † Waif Reed (1964)  ARISTOLOCHIACEAE (Birthwort Family) ","Phoenix dactylifera L., Date P",TRUE,72,FALSE,6109699,"Phoenix dactylifera L.","Phoenix dactylifera","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Arecales","Arecaceae","Phoenix","Phoenix dactylifera",6,7707728,196,552,7681,2732076,6109699,FALSE,"Liliopsida","Phoenix dactylifera","unambiguous",NA,NA
"Aristolochia clematitis L., Birthwort, † (Plitt 312 US) ","Aristolochia clematitis","Aristolochia","clematitis"," L., Birthwort, † (Plitt 312 US) ","Aristolochia clematitis L., Bi",TRUE,33,FALSE,2873991,"Aristolochia clematitis L.","Aristolochia clematitis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Piperales","Aristolochiaceae","Aristolochia","Aristolochia clematitis",6,7707728,220,404,3066,2873978,2873991,FALSE,"Magnoliopsida","Aristolochia clematitis","unambiguous",NA,NA
"Asarum canadense L., Wild Ginger (Knapp 2399 APSC) ","Asarum canadense","Asarum","canadense"," L., Wild Ginger (Knapp 2399 APSC) ","Asarum canadense L., Wild Ging",FALSE,35,FALSE,2873947,"Asarum canadense L.","Asarum canadense","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Piperales","Aristolochiaceae","Asarum","Asarum canadense",6,7707728,220,404,3066,2873945,2873947,FALSE,"Magnoliopsida","Asarum canadense","unambiguous",NA,NA
"Asarum reflexum E. P. Bicknell, Reflexed Wild Ginger (Maxon  318 US) ","Asarum reflexum","Asarum","reflexum"," E. P. Bicknell, Reflexed Wild Ginger (Maxon  318 US) ","Asarum reflexum E. P. Bicknell",FALSE,54,FALSE,2873951,"Asarum reflexum E.P.Bicknell","Asarum reflexum","SPECIES","SYNONYM",98,"EXACT","Plantae","Tracheophyta","Piperales","Aristolochiaceae","Asarum","Asarum canadense",6,7707728,220,404,3066,2873945,2873947,TRUE,"Magnoliopsida","Asarum reflexum","unambiguous",2873947,NA
"Asarum virginicum L., Virginia Heartleaf, •  S1/G4 (Councill  s.n. MARY)  [Hexastylis virginica (L.) Small) ","Asarum virginicum","Asarum","virginicum"," L., Virginia Heartleaf, •  S1/G4 (Councill  s.n. MARY)  [Hexastylis virginica (L.) Small) ","Asarum virginicum L., Virginia",FALSE,91,FALSE,2873972,"Asarum virginicum L.","Asarum virginicum","SPECIES","SYNONYM",120,"EXACT","Plantae","Tracheophyta","Piperales","Aristolochiaceae","Hexastylis","Hexastylis virginica",6,7707728,220,404,3066,2873958,5331105,TRUE,"Magnoliopsida","Asarum virginicum","First species-level taxon (likely synonynymy or misspelling) but other matches may exist",5331105,"Plantae"
"Endodeca serpentaria (L.) Raf., Virginia Snakeroot (McAvoy  1012 DOV)  [Aristolochia serpentaria L.] ","Endodeca serpentaria","Endodeca","serpentaria"," (L.) Raf., Virginia Snakeroot (McAvoy  1012 DOV)  [Aristolochia serpentaria L.] ","Endodeca serpentaria (L.) Raf.",FALSE,81,FALSE,3588874,"Endodeca serpentaria (L.) Raf.","Endodeca serpentaria","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Piperales","Aristolochiaceae","Endodeca","Endodeca serpentaria",6,7707728,220,404,3066,7313617,3588874,FALSE,"Magnoliopsida","Endodeca serpentaria","unambiguous",NA,NA
"Isotrema macrophyllum (Lam.) C. F. Reed, Pipevine, •  S2/G5  (Boone s.n. TAWES)  [Aristolochia durior Hill; A. macrophylla Lam.]  ASPARAGACEAE (Asparagus Family) ","Isotrema macrophyllum","Isotrema","macrophyllum"," (Lam.) C. F. Reed, Pipevine, •  S2/G5  (Boone s.n. TAWES)  [Aristolochia durior Hill; A. macrophylla Lam.]  ASPARAGACEAE (Asparagus Family) ","Isotrema macrophyllum (Lam.) C",FALSE,141,FALSE,2873995,"Isotrema macrophyllum (Lam.) C.F.Reed","Isotrema macrophyllum","SPECIES","SYNONYM",98,"EXACT","Plantae","Tracheophyta","Piperales","Aristolochiaceae","Isotrema","Isotrema durius",6,7707728,220,404,3066,7313702,3589480,TRUE,"Magnoliopsida","Isotrema macrophyllum","unambiguous",3589480,NA
"Agave virginica L., Eastern False Aloe—see Excluded Flora  section.  [Manfreda tigrina (Engelm.) Small; M. virginica (L.) Rose; ","Agave virginica","Agave","virginica"," L., Eastern False Aloe—see Excluded Flora  section.  [Manfreda tigrina (Engelm.) Small; M. virginica (L.) Rose; ","Agave virginica L., Eastern Fa",TRUE,113,FALSE,7607891,"Agave virginica L.","Agave virginica","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Asparagales","Asparagaceae","Agave","Agave virginica",6,7707728,196,1169,7683,2766430,7607891,FALSE,"Liliopsida","Agave virginica","unambiguous",NA,NA
"Polianthes virginica (L.) Shinners] ","Polianthes virginica","Polianthes","virginica"," (L.) Shinners] ","Polianthes virginica (L.) Shin",FALSE,16,FALSE,2771761,"Polianthes virginica (L.) Shinners","Polianthes virginica","SPECIES","SYNONYM",98,"EXACT","Plantae","Tracheophyta","Asparagales","Asparagaceae","Agave","Agave virginica",6,7707728,196,1169,7683,2766430,7607891,TRUE,"Liliopsida","Polianthes virginica","unambiguous",7607891,NA
"Asparagus officinalis L., Asparagus, † (Lombardo & Windler  3621 DOV) ","Asparagus officinalis","Asparagus","officinalis"," L., Asparagus, † (Lombardo & Windler  3621 DOV) ","Asparagus officinalis L., Aspa",TRUE,49,FALSE,2768885,"Asparagus officinalis L.","Asparagus officinalis","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Asparagales","Asparagaceae","Asparagus","Asparagus officinalis",6,7707728,196,1169,7683,9527393,2768885,FALSE,"Liliopsida","Asparagus officinalis","unambiguous",NA,NA
"Camassia scilloides (Raf.) Cory, Wild Hyacinth, † (Longbottom  et al. 3463 MARY) ","Camassia scilloides","Camassia","scilloides"," (Raf.) Cory, Wild Hyacinth, † (Longbottom  et al. 3463 MARY) ","Camassia scilloides (Raf.) Cor",TRUE,62,FALSE,2769112,"Camassia scilloides (Raf.) Cory","Camassia scilloides","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asparagales","Asparagaceae","Camassia","Camassia scilloides",6,7707728,196,1169,7683,2769068,2769112,FALSE,"Liliopsida","Camassia scilloides","unambiguous",NA,NA
"Convallaria majalis L., European Lily of the Valley, † (Huston  s.n. MARY) ","Convallaria majalis","Convallaria","majalis"," L., European Lily of the Valley, † (Huston  s.n. MARY) ","Convallaria majalis L., Europe",TRUE,56,FALSE,7459480,"Convallaria majalis L.","Convallaria majalis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asparagales","Asparagaceae","Convallaria","Convallaria majalis",6,7707728,196,1169,7683,2752066,7459480,FALSE,"Liliopsida","Convallaria majalis","unambiguous",NA,NA
"Hosta lancifolia (Thunb.) Engelm., Narrowleaf Plantain Lily  —see Excluded Flora section. ","Hosta lancifolia","Hosta","lancifolia"," (Thunb.) Engelm., Narrowleaf Plantain Lily  —see Excluded Flora section. ","Hosta lancifolia (Thunb.) Enge",TRUE,74,FALSE,4008563,"Hosta lancifolia (Thunb.) Engl.","Hosta lancifolia","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Asparagales","Asparagaceae","Hosta","Hosta lancifolia",6,7707728,196,1169,7683,9342215,4008563,FALSE,"Liliopsida","Hosta lancifolia","unambiguous",NA,NA
"Hosta ventricosa (Salisb.) Stearn, Blue Plantain Lily, † (Engh s.n.  MARY) ","Hosta ventricosa","Hosta","ventricosa"," (Salisb.) Stearn, Blue Plantain Lily, † (Engh s.n.  MARY) ","Hosta ventricosa (Salisb.) Ste",TRUE,59,FALSE,2771207,"Hosta ventricosa Stearn","Hosta ventricosa","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asparagales","Asparagaceae","Hosta","Hosta ventricosa",6,7707728,196,1169,7683,9342215,2771207,FALSE,"Liliopsida","Hosta ventricosa","unambiguous",NA,NA
"Liriope graminifolia (L.) Baker, Lilyturf—see Excluded Flora  section. ","Liriope graminifolia","Liriope","graminifolia"," (L.) Baker, Lilyturf—see Excluded Flora  section. ","Liriope graminifolia (L.) Bake",TRUE,51,FALSE,3685274,"Liriope graminifolia (L.) Baker","Liriope graminifolia","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Asparagales","Asparagaceae","Liriope","Liriope graminifolia",6,7707728,196,1169,7683,9575165,3685274,FALSE,"Liliopsida","Liriope graminifolia","unambiguous",NA,NA
"Liriope muscari (Decne.) L. H. Bailey, Big Blue Lilyturf—see  Excluded Flora section. ","Liriope muscari","Liriope","muscari"," (Decne.) L. H. Bailey, Big Blue Lilyturf—see  Excluded Flora section. ","Liriope muscari (Decne.) L. H.",TRUE,71,FALSE,5549949,"Liriope muscari (Decne.) L.H.Bailey","Liriope muscari","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asparagales","Asparagaceae","Liriope","Liriope muscari",6,7707728,196,1169,7683,9575165,5549949,FALSE,"Liliopsida","Liriope muscari","unambiguous",NA,NA
"Liriope spicata (Thunb.) Lour., Creeping Liriope, † (Knapp &  Wixted 4352 MARY) ","Liriope spicata","Liriope","spicata"," (Thunb.) Lour., Creeping Liriope, † (Knapp &  Wixted 4352 MARY) ","Liriope spicata (Thunb.) Lour.",TRUE,65,FALSE,3685256,"Liriope spicata Lour.","Liriope spicata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asparagales","Asparagaceae","Liriope","Liriope spicata",6,7707728,196,1169,7683,9575165,3685256,FALSE,"Liliopsida","Liriope spicata","unambiguous",NA,NA
"Maianthemum canadense Desf., Canada Mayflower (Fessenden  5223 US) ","Maianthemum canadense","Maianthemum","canadense"," Desf., Canada Mayflower (Fessenden  5223 US) ","Maianthemum canadense Desf., C",FALSE,46,FALSE,2769544,"Maianthemum canadense Desf.","Maianthemum canadense","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asparagales","Asparagaceae","Maianthemum","Maianthemum canadense",6,7707728,196,1169,7683,9608430,2769544,FALSE,"Liliopsida","Maianthemum canadense","unambiguous",NA,NA
"Maianthemum racemosum (L.) Link, False Solomon’s Seal  (Beyersdorfer 33 US)  [Smilacina racemosa (L.) Desf.] ","Maianthemum racemosum","Maianthemum","racemosum"," (L.) Link, False Solomon’s Seal  (Beyersdorfer 33 US)  [Smilacina racemosa (L.) Desf.] ","Maianthemum racemosum (L.) Lin",FALSE,88,FALSE,2769457,"Maianthemum racemosum (L.) Link","Maianthemum racemosum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asparagales","Asparagaceae","Maianthemum","Maianthemum racemosum",6,7707728,196,1169,7683,9608430,2769457,FALSE,"Liliopsida","Maianthemum racemosum","unambiguous",NA,NA
"Maianthemum stellatum (L.) Link, Starry False Solomon’s Seal,   S2/G5 (Barger s.n. MARY)  [Smilacina stellata (L.) Desf.] ","Maianthemum stellatum","Maianthemum","stellatum"," (L.) Link, Starry False Solomon’s Seal,   S2/G5 (Barger s.n. MARY)  [Smilacina stellata (L.) Desf.] ","Maianthemum stellatum (L.) Lin",FALSE,102,FALSE,2769493,"Maianthemum stellatum (L.) Link","Maianthemum stellatum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asparagales","Asparagaceae","Maianthemum","Maianthemum stellatum",6,7707728,196,1169,7683,9608430,2769493,FALSE,"Liliopsida","Maianthemum stellatum","unambiguous",NA,NA
"Muscari botryoides (L.) Mill., Compact Grape Hyacinth,  † (Standley 11290 US) ","Muscari botryoides","Muscari","botryoides"," (L.) Mill., Compact Grape Hyacinth,  † (Standley 11290 US) ","Muscari botryoides (L.) Mill.,",TRUE,60,FALSE,2772094,"Muscari botryoides (L.) Mill.","Muscari botryoides","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Asparagales","Asparagaceae","Muscari","Muscari botryoides",6,7707728,196,1169,7683,2772004,2772094,FALSE,"Liliopsida","Muscari botryoides","unambiguous",NA,NA
"Muscari neglectum Guss.flex Ten., Grape Hyacinth, † (Pollard  105 US)  [Muscari racemosum (L.) Mill.] ","Muscari neglectum","Muscari","neglectum"," Guss.flex Ten., Grape Hyacinth, † (Pollard  105 US)  [Muscari racemosum (L.) Mill.] ","Muscari neglectum Guss.flex Te",TRUE,85,FALSE,2772020,"Muscari neglectum Ten.","Muscari neglectum","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Asparagales","Asparagaceae","Muscari","Muscari neglectum",6,7707728,196,1169,7683,2772004,2772020,FALSE,"Liliopsida","Muscari neglectum","unambiguous",NA,NA
